tweet_id,arg_id,message
481,481-5,"perish twice ,"
481,481-6,I think I know enough of
481,481-7,hate To
481,481-8,know that for
481,481-9,destruction ice Is also
481,481-10,great And would suffice .
482,482-0,whats going on
482,482-1,today ? its 11 am and
482,482-2,im already bored .
482,482-3,Hit me up
483,483-0,Thanks for the b-day wishes to all
484,484-0,now dread free
485,485-0,"Everything we hear is an opinion , not a fact ."
485,485-1,"Everything we see is a perspective , not the truth"
486,486-0,Wow !
486,486-1,first day of scol
487,487-0,"Before you criticize someone ,"
487,487-1,\n you should walk a mile in their shoes .
487,487-2,"That way , when you criticize \nthem ,"
487,487-3,you're a mile away and
487,487-4,you have their shoes .
488,488-0,wish u all merry cristhmas and happy new year
489,489-0,so we got to
489,489-1,"ANONYMIZED_NAME high school late ,"
489,489-2,had to
489,489-3,set up with
489,489-4,"all the middle school already there , played a good concert ,"
489,489-5,waited around
489,489-6,"for about a half an hour , played another one ,"
489,489-7,went to
489,489-8,"walmart , got free food ,"
489,489-9,"went back ,"
489,489-10,"packed up ,"
489,489-11,"and went home ,"
489,489-12,it was a looonnnggggg day !!!!!
489,489-13,:D
490,490-0,needs a pair of nice heels/boots ...
490,490-1,hmm
491,491-0,Merry Christmas to all and to all a good night !
492,492-0,is wanting to
492,492-1,go white-water rafting this summer in Colorado !
492,492-2,Who wants to
492,492-3,join me for some fun ?
493,493-0,Giving in to nostalgia
494,494-0,there's quite a heavy bit on my mind these days .
494,494-1,"But in due time , it will all come together ."
494,494-2,"In the meantime , yes folks ..."
494,494-3,Miss ANONYMIZED_NAME is living like
494,494-4,she's dying .
494,494-5,"My mother recently told me whatever makes u happy ,"
494,494-6,do it today cuz
494,494-7,tomorrow may not come for u .
495,495-0,can't wait to
495,495-1,kick ass at kickboxing tonight !
496,496-0,I am getting ready to
496,496-1,go out in
496,496-2,the real world and cut me some trees .....
496,496-3,can someone please ask someone in
496,496-4,charge to pay the heat bill ? it's a little chilly !!!!
497,497-0,"goal number 1 , graduate school and"
497,497-1,get a job : CHECK been there done that .
497,497-2,"Goal number 2 , become fluent in spanish and star in a spanish soap opera : in progress"
498,498-0,Watching Lost Boys and
498,498-1,being all mopey .....
499,499-0,Listening to
499,499-1,"Judas Priest , drinking Jameson whiskey ,"
499,499-2,and updating facebook .
500,500-0,Had fun spending time with my sister and my beautiful neice last night !
500,500-1,I bet ANONYMIZED_NAME is going through
500,500-2,"withdrawals now though , since I found her phone in"
500,500-3,my van after getting back home from
500,500-4,dropping her and ANONYMIZED_NAME off @ their house ...
501,501-0,JST WANT MY BED
502,502-0,Thank you all for
502,502-1,the birthday wishes !!!
503,503-0,"Please hold ,"
503,503-1,your status messages are important to me .
504,504-0,its funny when
504,504-1,she feels like
504,504-2,shes the only one thats fighting to
504,504-3,fix things when
504,504-4,ive given up everything and
504,504-5,done everything shes asked no questions and
504,504-6,no arguements and still im reminded that after
504,504-7,everything im still
504,504-8,not making a difference
505,505-0,:)
505,505-1,ANONYMIZED_NAME from ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME wave hi to me on friday nite of the concert ...
505,505-2,Yeey I love them so much ....
505,505-3,hehe
505,505-4,:)
506,506-0,Excited for the weather this week .
506,506-1,I am so
506,506-2,ready for winter to be over !
507,507-0,HEHEHEHAHAHA lol .
507,507-1,Just got my new carrr !!!
507,507-2,So excited !!
508,508-0,People change I guess ...
508,508-1,Things they couldn't do before
508,508-2,they can do now ...
508,508-3,Not because of you but because of others ...
508,508-4,Just because you're happy for
508,508-5,them doesn't mean you can't be a little hurt because
508,508-6,you've been left behind ...
508,508-7,Forgotten
508,508-8,:(
509,509-0,had a blast at the suns game !
509,509-1,thank you ANONYMIZED_NAME !
510,510-0,My idea of fun ...
510,510-1,"is killing everyone ! """""
511,511-0,Just got my aftercare call from my tattoo artist .
511,511-1,"Awww , he even asked about my car , too kind !"
511,511-2,"Tattoo is fine ,"
511,511-3,car is still sick but at the Dr's .
511,511-4,( Deep Breath ) Favor Lord ? More More More Favor
512,512-0,"boooooooooooooooooooooooored , what the faaaaaack"
513,513-0,ANONYMIZED_NAME is kicking my boogie on call of duty !
513,513-1,Yikes !
514,514-0,thank you for
514,514-1,all the birthday wishes !
514,514-2,i love you all
514,514-3,<3
515,515-0,I just scored ANONYMIZED_NUMBER in Mega Jump !!!
515,515-1,Beat that !
515,515-2,ANONYMIZED_URL
516,516-0,I hate living in
516,516-1,"a society where torturing one animal is cruelty ,"
516,516-2,but torturing many animals is science .
517,517-0,Heard blues by the bay from my house ...
517,517-1,Did a ton of laundry .
517,517-2,Did a dump run ..
517,517-3,And went to
517,517-4,my moms and stacked wood .
517,517-5,Now i'm helping fold 10baskets of cloth .
518,518-0,thanks everyone for the birthday greetings
519,519-0,My stomach was making the rumblies \nANONYMIZED_NAME\nThat only hand would satisfy
520,520-0,how fast time passed
520,520-1,:-((((((
521,521-0,oh so tirrred ..
521,521-1,to behave ? or
521,521-2,not to behave ........
522,522-0,Thanks to all for my birthday wishesssssss
523,523-0,every one press up up down down left right left right B A enter up down then
523,523-1,circles will appear on
523,523-2,your facebook page to get them off
523,523-3,refresh page
524,524-0,"aaj kare so kal kar ,,,"
524,524-1,kal kare so parso ....
524,524-2,"kahe chinta karta hai bandu ,,,,"
524,524-3,jab jeena hai barso ...
525,525-0,wants to
525,525-1,thank all her buddies for
525,525-2,the birthday wishes .
525,525-3,thank you all .
526,526-0,Hunter S .
526,526-1,"Thompson , Anthropologist"
527,527-0,Fell asleep way too early dude now im up !
528,528-0,"Tombstone head and a graveyard mind , Just 22 and I don't mind dying"
529,529-0,i only want positive news on
529,529-1,fb from now on everybody cheer up
530,530-0,There are as
530,530-1,"many nights as days , and the one is just as long as the other in the year's course ."
530,530-2,Even a happy life cannot be without
530,530-3,"a measure of darkness , and the word ' happy ' would lose its meaning if"
530,530-4,it were not balanced by sadness ..
531,531-0,thinks its time that
531,531-1,she starts designing ' Man ' ...!!
532,532-0,"Well facebook friends and family , I had a wonderful Christmas !!!!"
532,532-1,I hope u all had a great holiday as well .
532,532-2,This year I didnt have to
532,532-3,help my son open any presents and
532,532-4,it was soooo exciting watching him get sooooo excited about each gift .
532,532-5,AWESOME !!!!!
533,533-0,is all packed to
533,533-1,go to France tonight !
533,533-2,Woohoo !
534,534-0,Finished positive-and-negative decimal-to-binary converter .
534,534-1,\nJust realized how simple this is ...
535,535-0,i wasn't the son my father wanted
536,536-0,Love is\n a kind of
536,536-1,torment as a lover should endure
537,537-0,If we dont fight for
537,537-1,what we believe in
537,537-2,what would be the point of
537,537-3,living ? Use your voice and
537,537-4,stand up for something !
538,538-0,"Well i hope this is it ,"
538,538-1,"Congrats to ANONYMIZED_NAME on her new baby boy , finally he's here !"
538,538-2,:)
539,539-0,Is addled due to his ''
539,539-1,sweet tooth ''
539,539-2,and wishes the ants were here .
539,539-3,*_*
540,540-0,who hates me thumbs up ?
541,541-0,hahaha . . .
541,541-1,I spam my own page . . .
542,542-0,Halloween Party @ ANONYMIZED_NAME ANONYMIZED_NAME ( Str .
542,542-1,ANONYMIZED_NAME ANONYMIZED_NAME nr .
542,542-2,9 ) 30 octombrie ora 22:00 Bilet : 20 Ron + 1 shot inclus .
542,542-3,"Petrecere organizata pe 3 nivele , DNB&DUBSTEP with KIDU & XTC , REGGAE , 80's AND MORE ."
542,542-4,Contact si bilete : ANONYMIZED_NAME ANONYMIZED_NAME
543,543-0,wow !
543,543-1,i absolutly live in a house w/damn fools i got one on
543,543-2,the for talkin to
543,543-3,me on the phone and she aint even related idr y she was i got one in
543,543-4,the room screamin bitchin for
543,543-5,that reason she was phone then
543,543-6,i got one damn that aint nobody listen to
543,543-7,askin who i'm on the phone with no yo damn bidness god !
543,543-8,what am i gon do and
543,543-9,i'm still half awake
544,544-0,Quotes from tiffs b-day ...
544,544-1,OMG !
544,544-2,My pants have gone AWOL !...
544,544-3,Why does it feel like
544,544-4,someone pissed on me !
544,544-5,Are those special brownies !
544,544-6,Made with happieness !
544,544-7,There's no point ...
544,544-8,"It's dead ,"
544,544-9,there's no point ( bliss laughing maniacally )
545,545-0,doesn't feel well at all
545,545-1,=( ..
545,545-2,"sick to my stomach , dizzy , light headed .."
545,545-3,"maybe a nap will help ,"
545,545-4,i hope .
546,546-0,I'm kinda sad I keep missing episodes of America The Story of Us on the History Channel .
546,546-1,It's truly a Greek tragedy .
547,547-0,Got off work 1 and
547,547-1,"a half hours ago , half a bottle of vodka down , thanks sean for passing out after"
547,547-2,"you made me drink this delicious poison ,"
547,547-3,looks like
547,547-4,"its 2008 all over again , a bottle of vodka and I alone once again ...."
547,547-5,oh lover how i've missed you ....
547,547-6,;)
548,548-0,Heading to the gym ...
548,548-1,need to
548,548-2,get my sorry a$$ back in shape !!
549,549-0,Busy day tomorrow should probably start my homework
550,550-0,I am a nutjobbbbbbbbbbbbbbbbbbbbbb
551,551-0,can't wait to
551,551-1,see ANONYMIZED_NAME ANONYMIZED_NAME this saturday
552,552-0,I'm getting ready to
552,552-1,cook supper .
552,552-2,On the menu tonight ...
552,552-3,Parmesan Crusted Chicken with Fettuccine and Alfredo Sauce .
553,553-0,Let's see who is paying attention .
553,553-1,"Every single one of you are on my friends list , as a result of a conscious decision ."
553,553-2,I wanted you there !
553,553-3,I am not only glad to
553,553-4,"count you as friends , but also as family ."
553,553-5,Let's see who on
553,553-6,my friends ' list actually pays attention .
553,553-7,Copy and paste this as .........
553,553-8,your ......
553,553-9,status ....
553,553-10,I'll be watching to
553,553-11,see who repost and comments .
554,554-0,Just got my DREMEL !
554,554-1,Thanks to ANONYMIZED_NAME ANONYMIZED_NAME .
554,554-2,I'mma be killen ' the jewelrey now dude .
555,555-0,so does anybody know anything about
555,555-1,the haunted house in Alpharetta that will give you 1000 dollars if
555,555-2,you make it to
555,555-3,the top floor ? it's 13 stories
556,556-0,Am I the only one who thinks valentines day isn't that bad ?
557,557-0,Welcome to
557,557-1,"my rodeo , hold on to meee ."
557,557-2,Baby I will take it slow .
557,557-3,How you ride is the key ..
557,557-4,"you know we're gonna left ,"
557,557-5,"right , front back and ohhhh that just aint enough .."
557,557-6,"I can take you everywhere , all around the world ."
557,557-7,I like how you do it .
557,557-8,Just put it in reverse cowgirl .
557,557-9,Just put your hands in
557,557-10,"the air , wave em round and"
557,557-11,go yeeeeeeee hawwwwww !
558,558-0,Going to
558,558-1,watch Unstoppable ...
558,558-2,Harry Potter can wait \nbut I want Harry Potter better
558,558-3,:(
559,559-0,Another great ole night at taco bell
560,560-0,cs61a blows my mind every week .
561,561-0,When you hear the banjo music ....
561,561-1,that means run .
562,562-0,would like to
562,562-1,thank all of
562,562-2,you who wished me a happy birthday today !
563,563-0,There is no instance of
563,563-1,a country having benifited from prolonged warfare .
563,563-2,""" - Sun Tzu """
564,564-0,i like it on the kitchen counter
565,565-0,YAY !
565,565-1,Got in
565,565-2,the classes I need !
566,566-0,I was signed up for
566,566-1,four classes and paid for
566,566-2,"them all on time , but for some reason when I go to"
566,566-3,"My Class Schedule on hawknet , it says I only have two classes ."
566,566-4,Is this happening to anybody else ?
567,567-0,what would it take for
567,567-1,things to be quiet ? Quiet like the snow .
567,567-2,xD
568,568-0,won 20 dollars from
568,568-1,a 1 dollar lottery ticket and I plan to
568,568-2,use it for food .
569,569-0,Thank you all for
569,569-1,wishing me a happy birthday .
570,570-0,the REAL lyrics of the chorus to DYNAMITE ; \ni throw my skittles in
570,570-1,the air sometimes saying he yo !
570,570-2,taste the rainbow
571,571-0,If the facts don't fit the theory
572,572-0,"Anyone who knows someone who has had cancer ,"
572,572-1,"should check this documentary out , very interesting ."
572,572-2,"Its called The Beautiful Truth "" ."
572,572-3,"\n\nANONYMIZED_URL """
573,573-0,Things are starting to
573,573-1,look up ...
573,573-2,:)
574,574-0,TIME IS ART
575,575-0,Did you know ...
575,575-1,the bird is the word !!!!!
576,576-0,boycott Nad Khase for
576,576-1,she needs her sleep to
576,576-2,get through her high fever .
577,577-0,We're back in Sydney !!!
577,577-1,Soooo good to see our fam .
577,577-2,Still plenty more people that we miss to
577,577-3,see !!
578,578-0,"ugh , i dnt wanna go to class tonight !!!!!!!!"
579,579-0,me sore everywhere
579,579-1,T____T
580,580-0,I love ANONYMIZED_NAME with aaaaaaaaaaalllllllllllll of my heart
580,580-1,:)
580,580-2,:)
580,580-3,:)
580,580-4,Love ANONYMIZED_NAME
580,580-5,xxxxx
581,581-0,Thanks everyone for the birthday messages .
581,581-1,"It means a lot ,"
581,581-2,but a lot of money would mean even more .
581,581-3,So send me money .
581,581-4,"I will accept cash ,"
581,581-5,"check , credit card ( only Master Card ) , and gold ."
582,582-0,Wish i was still
582,582-1,in Portugal\n It was animal\nDefo goin next year
583,583-0,The sweet asphyxiation and dismemberment .
583,583-1,Sex puts me in
583,583-2,the mood to make you die .
583,583-3,Obsessive hands gently grab your neck .
583,583-4,Look into sick eyes ...
583,583-5,I hate people
584,584-0,great birthday-great friends-i'm such a lucky girl --- zoo today !
585,585-0,the lady you order food from
585,585-1,525 is rude as
585,585-2,fuck wat a bitch
586,586-0,Shout Out To Melpo !!
586,586-1,"Love The Alice Cullen Look , You FULLY Rock"
586,586-2,=P
586,586-3,Cyaaz In English !!
587,587-0,It's a sad day in Patriots land today .
587,587-1,I Guess that's what I get for
587,587-2,talking so
587,587-3,much smack .
588,588-0,is it too early to
588,588-1,be relaxing sipping on a long neck CORONA ? * hick * : )
589,589-0,i tried to
589,589-1,do farm pals but
589,589-2,i need to
589,589-3,download adobe flash player and
589,589-4,that wont work on my computor
589,589-5,=(
590,590-0,2010 blink and you will miss it its flying along time machine anyone .....
591,591-0,2 days til I'm back in the US baby !
592,592-0,The worst way to miss someone is \n\nwhen
592,592-1,they are right beside
592,592-2,"you and yet you know you can never have them . """""
593,593-0,Getting bored of facebook ..............
593,593-1,x_______x
594,594-0,thank you to
594,594-1,whoever it was that sent the roses from Malaysia ...
594,594-2,there was no name so
594,594-3,im just saying a general thank you to everyone ....
594,594-4,pics will be up soon ....
594,594-5,xox
595,595-0,not feeling well ...
595,595-1,@_@
596,596-0,This friday is my sons last set of chemo !
596,596-1,Thank God !!
597,597-0,I don't know where it's all coming from-this
597,597-1,"barrage of fantastical thoughts-but I only have 10,000 more to"
597,597-2,go !
597,597-3,Agh !
597,597-4,* whispers * Seven days ....
598,598-0,Had a really nice day
598,598-1,:)
599,599-0,thanks everyone
600,600-0,"In thirty seconds you'll be dead ,"
600,600-1,and I'll blow this place up and
600,600-2,be home in time for Corn Flakes .
601,601-0,Transfers this week ....
602,602-0,If you need to
602,602-1,check for
602,602-2,"a pulse , then you haven't killed them !!!"
603,603-0,"the wolves , they howl for my lost soul ..."
604,604-0,What's on
604,604-1,your mind ? September is cancer month .
604,604-2,"In memory of every cancer patient , family member and friend that lost their battle with"
604,604-3,cancer and in honor of those who continue to
604,604-4,conquer it !
604,604-5,Put this up for
604,604-6,1 hour if you love someone who has or
604,604-7,had cancer .
604,604-8,"Many won't copy and paste I did ,"
604,604-9,will you ?
605,605-0,Recuperating after LASIK ..
605,605-1,My day has been filled with
605,605-2,"naps , eye drops , and more naps !"
605,605-3,=D
606,606-0,Love is the capacity to
606,606-1,take care
607,607-0,Should I put better pics of
607,607-1,myself up on fb or take off pics from my album ...
607,607-2,thoughts ?
608,608-0,You call can now call me ....
608,608-1,The Weedman !!!!!
609,609-0,Aglow from all the possibilities ahead of me .
609,609-1,"Now , how to make them happen ..."
609,609-2,hmmm ...
610,610-0,life is beautiful
611,611-0,Imvu(many things to do
611,611-1,;)
611,611-2,) ANONYMIZED_URL
612,612-0,"Well , I am FINALLY back from my mission , and ..."
612,612-1,"well , ...."
612,612-2,"like most returned missionaries ,"
612,612-3,I am wondering what has happened to all my friends and aquantances .
612,612-4,Absolutely EVERYONE is on facebook ( in fact
612,612-5,", I think it is taking over"
612,612-6,"the world ) , and so I figured I could join in"
612,612-7,and find everyone .
613,613-0,"is extremely excited ,"
613,613-1,I fly out Dec .
613,613-2,7 at noon .
614,614-0,finding a job .
614,614-1,and gettin back on ma feet
615,615-0,...
615,615-1,went driving today ....
615,615-2,almost died !
615,615-3,ps .
615,615-4,ANONYMIZED_NAME is shaving my legs as
615,615-5,we speak
615,615-6,:)
616,616-0,"3 Feb 2010 , Today I a bit sick ."
616,616-1,Mr ANONYMIZED_NAME ask me to
616,616-2,"go to general office , sickbay to rest ."
616,616-3,"After 1 hour , I return to his lesson ."
617,617-0,When did adults forget how to
617,617-1,talk to
617,617-2,when another ? Now they just talk to each others lawyers ??!!
618,618-0,is tired of homework ...
618,618-1,spring break feels about as real as santa clause .
618,618-2,( and no there is no such person )
619,619-0,just got my braces put on
620,620-0,Who is looking forward to the big Arthur's Day tomorrow ?
621,621-0,Is very thankful that
621,621-1,it is over !!
621,621-2,Thanks to everyone that came to the wedding
622,622-0,Fuck the fire alarm . . . !
623,623-0,sleeps better on the cold nights ...
623,623-1,ANONYMIZED_NAME doesn't wake up as much ...?
624,624-0,Why won't this semester just end ??
625,625-0,k ............
625,625-1,ko wat pe ????????
626,626-0,Please copy and
626,626-1,paste this to
626,626-2,"your status if you know someone ,"
626,626-3,or have been affected by
626,626-4,"someone , who needs a smack upside the head ."
626,626-5,People who need a smack upside the head affect the lives of many .
626,626-6,There is still
626,626-7,no known cure for
626,626-8,"someone who deserves a smack upside the head ,"
626,626-9,"except a smack upside the head ,..."
626,626-10,but we can raise awareness .
626,626-11,Many won't copy and paste this .
626,626-12,I did .
626,626-13,Will you ?
627,627-0,"octopus prediction spain will win the cup """""
628,628-0,whatta day !!
628,628-1,lost my blue slip and my tickler .
628,628-2,huhu ..
628,628-3,now my salary is endangered as well as my board exam . ....
628,628-4,slowly losing my mind ...
628,628-5,and the week is just starting .
629,629-0,ANONYMIZED_NAME and I have never laughed so
629,629-1,hard while reading Peter Piper .
629,629-2,After her fourth of fifth attempt to get through
629,629-3,"the whole thing she said ,"
629,629-4,Peter Piper picked a peck of pickled peckers .....
629,629-5,""" she has no idea why that's funny"
630,630-0,just woke up from a deep sleep .
630,630-1,time to eat some cereal yo
631,631-0,"Men judge generally more by the eye than by the hand , for everyone can see and"
631,631-1,few can feel .
631,631-2,Everyone sees what you appear to
631,631-3,"be ,"
631,631-4,few really know what you are .
631,631-5,\n-Niccolo Machiavelli
632,632-0,Thank you everyone for
632,632-1,the birthday wishes !
632,632-2,I had a great day !
633,633-0,Do it in the woods !
634,634-0,Blah .
634,634-1,I think I have the andromeda strain .
635,635-0,I'm not sure what's wrong ...
635,635-1,But it's probably your fault !
636,636-0,Holy Christ !
636,636-1,Had a great time last night .
636,636-2,Thanks everyone for coming .
637,637-0,Merry Christmas Everyone !!!
637,637-1,God bless you all .
637,637-2,XOXO
638,638-0,Arkham Asylum is far too addicting ...
639,639-0,My name is ANONYMIZED_NAME ANONYMIZED_NAME ....
639,639-1,not ANONYMIZED_NAME ANONYMIZED_NAME ANONYMIZED_NAME anymore ....
639,639-2,wkwkwkwkwkwkwk
640,640-0,whew got this day over with ..
640,640-1,off the nxt 2 days !!! ...
640,640-2,my lil man doesnt have strep jst viral gotta run its coarse !!!
640,640-3,thanx god !
641,641-0,going to vegas tomorrow .
641,641-1,Phantom of the opera here i come !
642,642-0,I am so exhausted after a long day at work .
642,642-1,I need a foot massage !
642,642-2,:)
643,643-0,"When copying a work schedule ,"
643,643-1,be very careful not to
643,643-2,skip any days ...
643,643-3,"turns out I don't open ,"
643,643-4,so morning needn't start so early .
643,643-5,:-(
644,644-0,My face ..
644,644-1,it feels like
644,644-2,someone is punching it from the inside .
644,644-3,Stupid sinuses .
645,645-0,why do you have to
645,645-1,cut the back of
645,645-2,your hair shorter than the front to become a nurse ?
646,646-0,wiide awake ....
646,646-1,again ....
646,646-2,my puppy dog is sleeping great though ...
647,647-0,"hi ,...."
647,647-1,now say something .
648,648-0,i eat a faqyt dik when
648,648-1,i sck a fat pussy
649,649-0,OH MY GOSH !!
649,649-1,Range was nerve racking !!
649,649-2,But I must say my car was pretty sexy !
649,649-3,:}
650,650-0,i got an itouch
651,651-0,So I had to
651,651-1,replace my damaged phone with
651,651-2,a new one and lost a few more recent phone numbers so
651,651-3,if you have my number send me a text with
651,651-4,whom you are plz thank you
652,652-0,There are better parts of
652,652-1,me than my name for you to put in ya mouth ....
652,652-2,curious just ask me !!!!!!
653,653-0,Still waiting on
653,653-1,that life changing phone call ...
653,653-2,maybe tomorrow ...
654,654-0,B-day shopping ...
654,654-1,yay lol .
654,654-2,At least I hav good company
654,654-3,:)
655,655-0,sittin here on this thing for the third time ever !!!
655,655-1,lol
656,656-0,i am not sure if
656,656-1,the multiple engagements showing up on
656,656-2,my friends ' feed are for serious or april fools
656,656-3,:P
657,657-0,holy cows eating corn chips !
657,657-1,i have friends !?
657,657-2,XD
658,658-0,I can trade any animal for an egret .
658,658-1,as 1 egret is holding me from
658,658-2,moving up to next level
659,659-0,NEWS24\nOxo are introducing a new white Oxo cube with a red cross in\nsupport\n of the England team .
659,659-1,It's called the Laughing Stock\nAll future England matches have been moved to the Gay Adult\nChannel . \n
659,659-2,Apparently the sight of 11 arseholes getting hammered for
659,659-3,90\nminutes\n was far too explicit for ITV
660,660-0,Just got alot of songs for Stepmania ( Ddr on the computer
660,660-1,xP
660,660-2,) I have Still Alive also from Portal
660,660-3,=D
660,660-4,this should be fun !
661,661-0,Cheers to crashing random people's parties !
661,661-1,ANONYMIZED_NAME here ?
662,662-0,ANONYMIZED_NAME ANONYMIZED_NAME\nall numbers up .
662,662-1,IS NOW ON FACEBOOK !!
662,662-2,NO JOKE .
662,662-3,Go to
662,662-4,"the top right of \nyour screen , click Account then"
662,662-5,Edit Friends .
662,662-6,Go to
662,662-7,theleft side of
662,662-8,your\nscreen and click Phonebook .
662,662-9,Everyone's phone numbers are now \nbeingpublished .
662,662-10,Please repost to
662,662-11,let your friends know this is \n ......
662,662-12,happening so
662,662-13,they can remove their ...
662,662-14,numbers by .
663,663-0,How is it possible that
663,663-1,you make me strong and weak at the same time ...
664,664-0,i had the best time lastnight it was only the first half day of
664,664-1,spring break but
664,664-2,"me , ANONYMIZED_NAME , ANONYMIZED_NAME , ANONYMIZED_NAME , ANONYMIZED_NAME , ANONYMIZED_NAME , ANONYMIZED_NAME , ANONYMIZED_NAME , and ANONYMIZED_NAME had the best time we did so"
664,664-3,much and we still have a week to
664,664-4,go .
664,664-5,God i love my friends
665,665-0,never thought cleaning the car Air filter ( K&N ) would be this hard !....
666,666-0,hopes he can stay at this really good job .
666,666-1,I am so
666,666-2,afraid of what could happen .
666,666-3,Not for me ...
666,666-4,no .
666,666-5,But my wife and kids .
666,666-6,I'm who they depend on for substance ..
666,666-7,to provide for them .
666,666-8,To fail them would be hearbreaking .
666,666-9,Pray for
666,666-10,me to keep on
666,666-11,keepin ' on
666,666-12,and trust in
666,666-13,God to provide no matter what the outcome might be .
667,667-0,"man these quizzes are fun ,"
667,667-1,idk y i do them
668,668-0,"thanks for all the birthday wishes ,"
668,668-1,twas a good day
668,668-2,:)
669,669-0,"Yes , I finally did it !!!"
670,670-0,all i want for
670,670-1,christmas is a hippopotamus
671,671-0,sick of being alone
672,672-0,summer starts tomorrow
672,672-1,:D
673,673-0,Had a very odd dream .
673,673-1,"ANONYMIZED_NAME ANONYMIZED_NAME , ANONYMIZED_NAME ANONYMIZED_NAME , ANONYMIZED_NAME ANONYMIZED_NAME , and ANONYMIZED_NAME from the Rugrats were in"
673,673-2,it ( except all he did was give me a Reptar shirt .
673,673-3,) I enjoyed it very much .
673,673-4,=D
674,674-0,Almost Dad's Birthday !!!!
674,674-1,: )
675,675-0,Facebook game ...
675,675-1,here's the deal - IF
675,675-2,"you like me ,"
675,675-3,you need to
675,675-4,"click LIKE "" to this status ..."
675,675-5,real friends will click they like you
676,676-0,Change your Facebook profile picture to
676,676-1,a cartoon from your childhood and invite your friends to
676,676-2,do the same .
676,676-3,Until Monday(Dec .
676,676-4,"6 ) there should be no human faces on Facebook , but an invasion of memories ."
676,676-5,This is for violence against children
677,677-0,"A normal person has 1,000 wishes ."
677,677-1,"A MARINE only has one ,"
677,677-2,to come home safe .
677,677-3,I know 97% of
677,677-4,you won't post this as
677,677-5,"your status , but the 3% that do are my friends ."
677,677-6,"In honor of someone that died ,"
677,677-7,"a wounded warrior , or who is fighting for"
677,677-8,"your freedom , please re-post in there own honor ."
678,678-0,thank u all for the greetings
678,678-1,:)
678,678-2,it made my day happier to
678,678-3,know how many woderfull people in
678,678-4,my life are exist
678,678-5,:)
678,678-6,thanks all
679,679-0,"12hr shift , then home to mow front and back garden . ."
679,679-1,knackered !
680,680-0,Anyone got Marvel VS Capcom 3 for
680,680-1,PS3 ? My PSN is ANONYMIZED_NAME
681,681-0,It's saturday had a horrible friday nite hope today is a better day
682,682-0,is still
682,682-1,getting used to this place
682,682-2,o.O
683,683-0,I feel like
683,683-1,I've been lied to all my life .
683,683-2,But in a I'm happy I have been kind of way .
683,683-3,"Probably doesn't even make sense ,"
683,683-4,but that's ok .
684,684-0,Of those people who tryed ANONYMIZED_NAME and
684,684-1,"if you didnt ,"
684,684-2,try it .
684,684-3,Try to
684,684-4,beet the score of ANONYMIZED_NUMBER meters
685,685-0,Your intelligence is my common sense !
686,686-0,well i'm out of here fb until next time peace & love ...
687,687-0,does anyone know about
687,687-1,the head start program for kids ?
688,688-0,"I am asking for your support with American Cancer Society , Relay for Life ."
688,688-1,My Team's site link has been added here .
688,688-2,Just click and
688,688-3,assist in
688,688-4,anyway that you can .
688,688-5,It is a great cause
688,688-6,and allows all of
688,688-7,us to assist in the fight against cancer .
689,689-0,did not buy myself flowers ....
689,689-1,noooo .
690,690-0,I've just had the most crapiest dream ever in my life !
691,691-0,did not get drunk on his 21st birthday .
691,691-1,And they said it couldn't be done ...
692,692-0,"I'm sad I don't have the Mountain network ,"
692,692-1,so I missed my class on tv today .
692,692-2,Anyone tape it ?
693,693-0,thank u so
693,693-1,much ANONYMIZED_NAME for reminding me about Alter Space ...
693,693-2,great job man !
694,694-0,Thanks for the B Day wishes everyone
694,694-1,:)
695,695-0,Listening to music ...
695,695-1,Chiillliin \n (((
695,695-2,d[
695,695-3,^.^
695,695-4,]b
695,695-5,)))
696,696-0,is slightly disturbed ..
697,697-0,just got my bike now its me and
697,697-1,everything that can live at 250 plus Rage against the machine !
697,697-2,We ride together We die together ..
697,697-3,bad boys for life !
698,698-0,Can't wait for
698,698-1,this darn test to be over with !
698,698-2,Then I can move on to everything else .
698,698-3,-w-
698,698-4,Counting down the days .
698,698-5,:)
699,699-0,Yesterday was great !
699,699-1,"School was laughs the whole time ,"
699,699-2,"after school was interesting ,"
699,699-3,then work was so funny and fun with ANONYMIZED_NAME !
699,699-4,lol But I'm very tired now
699,699-5,=/
700,700-0,You are even more disgusting than
700,700-1,I thought ...
701,701-0,HAPPY BDAY ANONYMIZED_NAME .....
701,701-1,LET ME KNOW WAT U DOIN 4 DA DAY BABES ....
702,702-0,My body apparently thinks that
702,702-1,sleep is overated .
702,702-2,Glory Glory Insomnia ...
702,702-3,I guess I can get used to
702,702-4,constatnly opperating on 3 to 4 hours of sleep .
702,702-5,* blink*blink *
703,703-0,i cant stand when
703,703-1,people pretend that
703,703-2,they have nothing to
703,703-3,do with
703,703-4,certain folks and the whole time they chat ALL THE TIME >>>>>>>>>>>>>> posers who knew
704,704-0,"hey frens ,,,"
704,704-1,i lost al ur contact numbrs in ma cell ..
704,704-2,pls forward ur number 2
704,704-3,ma cell plssss
705,705-0,day in my life ...
706,706-0,To whomever is trying to
706,706-1,call me ...
706,706-2,"sorry , I seem to"
706,706-3,have lost my phone in a flurry of collaging .
707,707-0,grrr .
707,707-1,i don't need extra things to
707,707-2,worry about
707,707-3,when i feel like crap .
